case_number,arrest_date,charge_1_statute,charge_1_description,charge_1_type,charge_2_statute,charge_2_description,charge_2_type,charge_3_statute,charge_3_description,charge_3_type,charge_4_statute,charge_4_description,charge_4_type,person_id
JF379688,2022-09-02T07:34:00Z,720 ILCS 5.0/11-1.30-A-2,AGG CRIM SEX ASLT/BODILY HARM,F,720 ILCS 5.0/12-3.3-A-5,AGG DOMESTIC BATTER/STRANGLE,F,NA,NA,NA,NA,NA,NA,6656
JD439220,2020-11-23T13:45:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,29122
JA160431,2017-02-20T14:00:00Z,720 ILCS 570.0/407-B-1,MFG/DEL HEROIN/SCH/PUB HS/PK,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,22394
JE183772,2021-03-30T04:53:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,19012
JC282274,2019-06-05T15:45:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,20174
JC194245,2019-03-21T18:33:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,M,NA,NA,NA,NA,NA,NA,63596
JB533934,2018-11-30T02:45:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,12423
JF493226,2022-12-21T13:34:00Z,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,F,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,F,720 ILCS 5.0/11-1.60-C-1-I,AGG CRIM SEX ABUSE/VICTIM <13,F,NA,NA,NA,1617
JB507308,2018-11-07T21:20:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,23171
JC324308,2019-06-27T18:30:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,89785
JF321583,2022-07-18T20:28:00Z,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,9-24-010(B),STOP AT STOP SIGN,NA,9-24-010(B),STOP AT STOP SIGN,NA,9-56-030,STRIKING FIXTURES/OTHER PRPRTY,NA,20697
JD251844,2020-06-03T06:18:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,68860
JB207890,2018-04-02T01:27:00Z,10-8-526,CTA - TRESPASS ON/ENTER (98-126-1.14A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72020
JF322135,2022-07-18T20:38:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY/BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,67311
JE344330,2021-08-21T05:30:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,74367
JA282599,2017-05-28T19:00:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,16838
JB317211,2018-06-22T04:16:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,79945
JB200173,2018-03-26T16:35:00Z,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,93774
JC232345,2019-04-21T08:20:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,56827
JF379143,2022-09-01T21:25:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,45390
JD464792,2020-12-21T01:51:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,NA,NA,NA,NA,NA,NA,NA,NA,NA,10510
JF154112,2022-02-24T03:09:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,730 ILCS 154.0/10-A,VIO OFFEN/YOUTH/REGIS/IL,F,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,NA,NA,NA,NA,4679
JD404243,2020-10-19T18:20:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,NA,73761
JB454468,2018-09-28T18:12:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,96317
JB195009,2018-03-22T03:35:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,35757
JE231839,2021-05-16T16:30:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,74324
JA305498,2017-06-13T23:00:00Z,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,67219
JE116697,2021-01-19T04:31:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/11-501-A,IVC - AGG DUI/NO VALID DL,F,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,625 ILCS 5.0/11-501-A-5,IVC - DUI ALC/INTOX COMPOUND/DRUG,M,10375
JC147182,2019-02-10T19:00:00Z,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,12983
JD474074,2020-12-31T04:52:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,23230
JD176355,2020-03-06T21:40:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,10175
JC453434,2019-09-29T23:50:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,26065
JA538625,2017-12-06T15:25:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,36973
JC487777,2019-10-27T04:25:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,15874
JA435758,2017-09-18T06:08:00Z,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534
JB467911,2018-10-09T03:50:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,7943
JA170668,2017-03-01T04:13:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,F,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,M,625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,M,NA,NA,NA,70323
JE407575,2021-10-12T23:57:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,F,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,F,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,NA,NA,NA,NA,30659
JB255999,2018-05-09T05:42:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,725 ILCS 5.0/112A-23-E,VIOLATE ORDER OF PROTECTION,NA,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,NA,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,67870
JA137165,2017-02-01T02:06:00Z,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,29056
JC267882,2019-05-18T14:20:00Z,720 ILCS 5.0/12-3.05-A-1,AGG BATTERY/GREAT BODILY HARM,F,720 ILCS 5.0/12-3.05-C,AGG BATTERY/PUBLIC PLACE,F,720 ILCS 5.0/12-3.05-F-1,AGG BATTERY/USE DEADLY WEAPON,F,NA,NA,NA,9138
JE454106,2021-11-23T03:41:00Z,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,M,8-20-060(A),"POSSESS OF A LASER SIGHT ACC,FIREARM SILENCER,MUFFLER",NA,9-16-050(B),NO TURN SIGNALS-VIOLATION,NA,NA,NA,NA,30708
JD143919,2020-02-08T01:18:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,79024
JF240073,2022-05-13T03:33:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,NA,NA,NA,NA,52100
JA339854,2017-07-08T20:59:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,NA,NA,NA,30986
JF157181,2022-02-27T03:24:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-40-220,OPERATOR SIGNAL- MEANS,NA,9-64-140(B),COMMON-CARRIER VEHICLE STOPS AND STANDS,NA,2177
JF151963,2022-02-22T03:49:00Z,720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,40562
JD147313,2020-02-11T02:20:00Z,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,81262
JA319500,2017-06-23T19:50:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,90072
JD279609,2020-06-29T05:40:00Z,625 ILCS 5.0/11-501-A,IVC - AGG DUI/NO VALID DL,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,M,38930
JF515581,2022-12-19T05:52:00Z,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,M,9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,NA,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,NA,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,NA,54724
JB103382,2018-01-04T01:30:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,21061
JC327842,2019-06-30T01:20:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,9-24-010(B),STOP AT STOP SIGN,NA,24663
JC410551,2019-08-28T16:12:00Z,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,M,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,NA,NA,NA,NA,NA,NA,71301
JD178618,2020-03-08T21:45:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,57509
JD321754,2020-08-05T20:11:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,61869
JD401825,2020-10-17T04:00:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,40683
JA130683,2017-01-26T18:22:00Z,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,F,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,91509
JF373733,2022-08-28T19:39:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,92791
JC248781,2019-05-04T01:00:00Z,720 ILCS 570.0/402-A-1-A,PCS - POSSESS 15<100 GRAMS HEROIN,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,18504
JC220269,2019-04-11T16:03:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,86331
JB420862,2018-09-04T00:50:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,77651
JB550656,2018-12-13T00:32:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,66090
JC357772,2019-07-21T05:07:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,10-8-480,REFUSE - LITTER/ LIQUIDS ON PUB. WAY/WATER WAY,NA,NA,NA,NA,NA,NA,NA,5432
JB221617,2018-04-12T22:15:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,720 ILCS 5.0/16-1-A-4,THEFT/STOLEN/<$500,M,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,M,67405
JB449475,2018-09-25T01:03:00Z,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,23215
JB228085,2018-04-18T08:00:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,46173
JA160289,2017-02-20T07:37:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,M,NA,NA,NA,NA,NA,NA,22228
JC270139,2019-05-20T03:35:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,NA,NA,NA,NA,NA,NA,NA,60699
JC336752,2019-07-06T02:54:00Z,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,M,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,625 ILCS 5.0/3-708,OPERATE MTR VEHICLE/REGIS/SUSPENDED/NON-INSURED,NA,76412
JF101732,2022-01-03T08:07:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,78442
JC111744,2019-02-03T07:28:00Z,720 ILCS 5.0/19-1-A,BURGLARY,F,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,76640
JD290228,2020-07-08T15:56:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,81671
JD189346,2020-03-18T15:19:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,42608
JE312754,2021-07-24T21:54:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,9-24-010(B),STOP AT STOP SIGN,NA,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,NA,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,NA,3461
JF484407,2022-11-23T02:06:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/NO FOID,F,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,M,9-76-160(D),LIC PLATES NOT VISABLE/OR COVERED,NA,7-24-099(B)(4),POSS CANNABIS IN PRIV VEH NOT IN SEALED CONTAINER,NA,32643
JE255690,2021-06-06T15:24:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,86943
JA111743,2017-01-11T17:20:00Z,720 ILCS 5.0/24-1-A-4,UUW - CARRY/POSSESS FIREARM/1ST,M,430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,M,66000
JD144676,2020-02-08T19:40:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,70471
JA122301,2017-01-20T02:41:00Z,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,81094
JF223744,2022-04-29T06:25:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BTRY/PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,4414
JC281171,2019-05-28T02:34:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,62240
JA442673,2017-09-23T01:03:00Z,625 ILCS 5.0/11-204-A,IVC - FLEEING/ATTEMPT ELUDE OFF 3+,F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-24-010(B),STOP AT STOP SIGN,NA,9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,NA,67398
JF373660,2022-08-28T18:03:00Z,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302
JD108742,2020-01-08T20:44:00Z,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,33024
JC377977,2019-08-04T16:05:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,NA,NA,NA,NA,NA,NA,NA,82151
JF177607,2022-03-18T01:13:00Z,720 ILCS 5.0/21-1.3-A,CRIMINAL DEFACEMENT PROP <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,65746
JF363913,2022-08-20T19:43:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,88248
JD464159,2020-12-20T08:17:00Z,625 ILCS 5.0/11-501-A-5,IVC - DUI ALC/INTOX COMPOUND/DRUG,M,720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,M,720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,M,720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,M,76446
JB141056,2018-02-04T21:25:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,29476
JC295204,2019-06-07T00:04:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,M,NA,NA,NA,NA,NA,NA,17366
JD324605,2020-08-08T05:56:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,76224
JE337752,2021-08-15T05:46:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,F,9-12-050(B),"LANES, FAIL TO KEEP IN",NA,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,NA,NA,NA,NA,4336
JB286094,2018-05-31T05:44:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,17309
JA202872,2017-03-28T00:44:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,24088
JC372959,2019-07-31T23:25:00Z,720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,M,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,22286
JE137521,2021-02-10T07:55:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,99749
JC311420,2019-06-18T17:13:00Z,720 ILCS 5.0/16-1-A-1-B,THFT CONTROL KNOW DEPRIVE<$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,11923
JB480861,2018-10-19T00:00:00Z,720 ILCS 5.0/24-1-A-4,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,M,9-24-010(B),STOP AT STOP SIGN,NA,NA,NA,NA,NA,NA,NA,74371
JC415410,2019-09-01T08:38:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,20777
JB342549,2018-07-09T22:23:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,4128
JB500957,2018-11-02T22:06:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,9-76-210(B),BROKEN OR CRACKED GLASS EXCEEDS SIX INCHES,NA,6646
JB486470,2018-10-23T14:15:00Z,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,79803
JC545788,2019-12-13T23:17:00Z,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,28349
JF502129,2022-12-08T04:05:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,4-144-190,REPLICA FIREARMS/PELLET GUNS,NA,NA,NA,NA,2198
JC406221,2019-08-25T08:24:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,65962
JA371506,2017-07-31T22:10:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,18871
JC322863,2019-06-26T18:55:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55039
JD142143,2020-02-06T19:12:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,99805
JE155048,2021-02-28T19:06:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,72021
JC461268,2019-10-05T21:38:00Z,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,59002
JB481765,2018-10-19T19:47:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,58911
JD308516,2020-07-24T21:20:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,18565
JC220976,2019-04-12T01:40:00Z,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,61732
